ID,Species,Plot,Forest_Type,Rats,Year,Diam_cm
780,PF,Holei 2,Mixed,post,2016,1
781,PF,Holei 2,Mixed,post,2016,1
782,PF,Holei 2,Mixed,post,2016,1
783,PF,Holei 2,Mixed,post,2016,1
784,PF,Holei 2,Mixed,post,2016,1
785,PF,Holei 2,Mixed,post,2016,1
786,PF,Holei 2,Mixed,post,2016,1
787,PF,Holei 2,Mixed,post,2016,1
788,PF,Holei 2,Mixed,post,2016,1
1,PF,Holei 2,Mixed,post,2016,5
2,PF,Holei 2,Mixed,post,2016,5
3,PF,Holei 2,Mixed,post,2016,5
4,PF,Holei 2,Mixed,post,2016,5
5,PF,Holei 2,Mixed,post,2016,5
6,PF,Holei 2,Mixed,post,2016,5
7,PF,Holei 2,Mixed,post,2016,5
8,PF,Holei 2,Mixed,post,2016,5
9,PF,Holei 2,Mixed,post,2016,5
P1 PG3,PG,Paradise,Mixed,pre,2008,5.411268065
P1 PF1,PF,Paradise,Mixed,pre,2008,5.5
P1 PF2,PF,Paradise,Mixed,pre,2008,9.1
P1 PF3,PF,Paradise,Mixed,pre,2008,3.9
P1 PF4,PF,Paradise,Mixed,pre,2008,2.2
PG914,PG,Paradise,Mixed,pre,2009,3.1
P1-PG3,PG,Paradise,Mixed,pre,2009,5.414012739
P1 PF1,PF,Paradise,Mixed,pre,2009,5.5
P1 PF2,PF,Paradise,Mixed,pre,2009,9.1
P1 PF3,PF,Paradise,Mixed,pre,2009,3.9
P1 PF4,PF,Paradise,Mixed,pre,2009,4.9
P1-PG3,PG,Paradise,Mixed,pre,2010,5.414012739
P1 PF1,PF,Paradise,Mixed,pre,2010,5.5
P1 PF2,PF,Paradise,Mixed,pre,2010,9.1
P1 PF3,PF,Paradise,Mixed,pre,2010,3.9
P1 PF4,PF,Paradise,Mixed,pre,2010,4.9
P1 PG3,PG,Paradise,Mixed,post,2016,6.5
PG 467,PG,Paradise,Mixed,post,2016,6.9
S1 PG1,PG,Sand,Mixed,pre,2008,5.9
S1 PG2,PG,Sand,Mixed,pre,2008,4
S1 PG5,PG,Sand,Mixed,pre,2008,7.002817496
S1 PG6,PG,Sand,Mixed,pre,2008,3.4
S1 PG 8,PG,Sand,Mixed,pre,2008,6.366197724
S1 PG 14,PG,Sand,Mixed,pre,2008,1.9
S1 PG15,PG,Sand,Mixed,pre,2008,1.4
S1 PG 17,PG,Sand,Mixed,pre,2008,3.3
S1 PG21,PG,Sand,Mixed,pre,2008,5.4
S1 PG644,PG,Sand,Mixed,pre,2008,2
S1 PG1,PG,Sand,Mixed,pre,2009,5.9
S1 PG6,PG,Sand,Mixed,pre,2009,2.8
S1 PG14,PG,Sand,Mixed,pre,2009,1.4
S1 PG644,PG,Sand,Mixed,pre,2009,2
S1- PG5,PG,Sand,Mixed,pre,2010,7.006369427
S1-PG1,PG,Sand,Mixed,pre,2010,5.9
S1-PG12,PG,Sand,Mixed,pre,2010,1.9
S1-PG14,PG,Sand,Mixed,pre,2010,1.9
S1-PG15,PG,Sand,Mixed,pre,2010,1.4
S1-PG17,PG,Sand,Mixed,pre,2010,1.5
S1-PG2,PG,Sand,Mixed,pre,2010,4
S1-PG21,PG,Sand,Mixed,pre,2010,5.4
S1-PG6,PG,Sand,Mixed,pre,2010,3.4
S1-PG8,PG,Sand,Mixed,pre,2010,1.7
S1-PG644,PG,Sand,Mixed,pre,2010,2
PG 1494,PG,Sand,Mixed,post,2016,3.1
PG 641,PG,Sand,Mixed,post,2016,9
PG644,PG,Sand,Mixed,post,2016,8.3
S1-890,PG,Sand,Mixed,post,2016,1.7
S1-PG14,PG,Sand,Mixed,post,2016,6.4
S1-PG1493,PG,Sand,Mixed,post,2016,4.3
S1-PG2,PG,Sand,Mixed,post,2016,4.4
S1-PG702,PG,Sand,Mixed,post,2016,3
S1-PG710,PG,Sand,Mixed,post,2016,3.7
S1-PG711,PG,Sand,Mixed,post,2016,5.8
